# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Nov 25 14:32:55 2025
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN sy_dist:        Distance [pc]
#
loc_rowid,pl_name,pl_orbper,pl_rade,pl_masse,pl_orbeccen,pl_eqt,st_mass,st_metratio,st_logg,sy_dist
22443,Kepler-277 b,17.32406879970,,,,,1.080000,,3.945800,976.64300000
22444,Kepler-277 b,17.32417247000,2.96000000,,0.000000,923.00,1.125000,[Fe/H],4.032000,976.64300000
22445,Kepler-277 b,17.32400000000,2.92000000,87.30000000,,,1.120000,,4.030000,976.64300000
22446,Kepler-277 c,33.00631850000,,,,,1.080000,,3.945800,976.64300000
22447,Kepler-277 c,33.00669147000,,,,,1.080000,,3.945800,976.64300000
22448,Kepler-277 c,33.00672000000,,40.40000000,,,1.263000,,,976.64300000
22449,Kepler-277 c,33.00630250000,2.79000000,,0.000000,745.00,1.125000,[Fe/H],4.032000,976.64300000
22450,Kepler-277 c,33.00622327150,,,,,1.080000,,3.945800,976.64300000
22451,Kepler-277 c,33.00630250000,2.64000000,,,,1.210000,[Fe/H],4.130000,976.64300000
22452,Kepler-277 c,33.00600000000,3.36000000,64.20000000,,,1.120000,,4.030000,976.64300000
22453,Kepler-277 c,33.00600000000,3.36000000,39.60000000,,,1.120000,,,976.64300000
22454,Kepler-277 c,33.00631850000,3.13000000,,0.000000,778.00,1.179000,[Fe/H],3.972000,976.64300000
22455,Kepler-277 c,33.00630250000,2.79000000,,0.000000,745.00,1.125000,[Fe/H],4.032000,976.64300000
22456,Kepler-277 c,33.00630250000,2.85300000,,,,1.263000,[Fe/H],,976.64300000
22457,Kepler-277 c,33.00630250000,2.79000000,,0.000000,745.00,1.125000,[Fe/H],4.032000,976.64300000
22458,Kepler-277 c,,2.98400000,,,,,,,976.64300000
22459,Kepler-277 c,33.00590000000,3.36000000,,0.000000,728.00,1.199000,,4.080000,976.64300000
22460,Kepler-278 b,30.15986300000,4.23000000,,0.000000,829.00,1.298000,[Fe/H],3.615000,443.03000000
22461,Kepler-278 b,30.15986300000,4.23000000,,0.000000,829.00,1.298000,[Fe/H],3.615000,443.03000000
22462,Kepler-278 b,30.15560000000,3.95500000,56.00000000,0.696000,586.00,1.227000,[Fe/H],3.580000,443.03000000
22463,Kepler-278 b,30.15986300000,4.23000000,,0.000000,829.00,1.298000,[Fe/H],3.615000,443.03000000
22464,Kepler-278 b,30.15994110000,4.54000000,,0.000000,836.00,1.414000,[Fe/H],3.620000,443.03000000
22465,Kepler-278 b,30.15994110000,,,,,,[M/H],,443.03000000
22466,Kepler-278 b,30.15986300000,3.89000000,,,,1.130000,[Fe/H],3.620000,443.03000000
22467,Kepler-278 b,30.16054600000,4.07000000,,,,,,3.616000,443.03000000
22468,Kepler-278 b,30.16021152000,,,,,,[M/H],,443.03000000
22469,Kepler-278 b,30.15986300000,4.01500000,,,,1.414000,[Fe/H],,443.03000000
22470,Kepler-278 b,30.15862716860,,,,,,[M/H],,443.03000000
22471,Kepler-278 b,30.15856000000,4.59000000,,0.040000,,,[M/H],,443.03000000
22472,Kepler-278 b,30.16012000000,2.94000000,,0.000000,693.00,1.079000,,3.940000,443.03000000
22473,Kepler-278 b,,4.20700000,,,,,,,443.03000000
22474,Kepler-278 c,51.07877500000,3.59000000,,,,,,3.616000,443.03000000
22475,Kepler-278 c,51.11100000000,3.26800000,34.90000000,0.616000,492.00,1.227000,[Fe/H],3.580000,443.03000000
22476,Kepler-278 c,51.07710480000,3.66000000,,0.000000,702.00,1.414000,[Fe/H],3.620000,443.03000000
22477,Kepler-278 c,51.07575600000,3.36000000,,0.000000,696.00,1.298000,[Fe/H],3.615000,443.03000000
22478,Kepler-278 c,,3.39100000,,,,,,,443.03000000
22479,Kepler-278 c,51.07575600000,3.19500000,,,,1.414000,[Fe/H],,443.03000000
22480,Kepler-278 c,51.07710480000,,,,,,[M/H],,443.03000000
22481,Kepler-278 c,51.08510000000,3.31000000,,0.510000,,,[M/H],,443.03000000
22482,Kepler-278 c,51.08020000000,2.21000000,,0.000000,583.00,1.079000,,3.940000,443.03000000
22483,Kepler-278 c,51.07632363960,,,,,,[M/H],,443.03000000
22484,Kepler-278 c,51.07575600000,3.36000000,,0.000000,696.00,1.298000,[Fe/H],3.615000,443.03000000
22485,Kepler-278 c,51.07575600000,2.99000000,,,,1.130000,[Fe/H],3.620000,443.03000000
22486,Kepler-278 c,51.07464191000,,,,,,[M/H],,443.03000000
22487,Kepler-278 c,51.07575600000,3.36000000,,0.000000,696.00,1.298000,[Fe/H],3.615000,443.03000000
22488,Kepler-279 b,,3.21900000,,,,,,,1037.40000000
22489,Kepler-279 b,12.30971679000,,,,,1.420000,[M/H],4.327810,1037.40000000
22490,Kepler-279 b,12.30971700000,2.60000000,,0.000000,996.00,1.310000,,4.350000,1037.40000000
22491,Kepler-279 b,12.30971360000,3.68000000,,,,1.320000,[Fe/H],4.120000,1037.40000000
22492,Kepler-279 b,12.30948894700,,,,,1.420000,[M/H],4.327810,1037.40000000
22493,Kepler-279 b,12.30968100000,3.62000000,,,,,,4.051000,1037.40000000
22494,Kepler-279 b,12.30971679000,3.82000000,,0.000000,1104.00,1.164000,[Fe/H],4.045000,1037.40000000
22495,Kepler-279 b,12.30971360000,2.47000000,,0.000000,941.00,1.097000,[Fe/H],4.422000,1037.40000000
22496,Kepler-279 b,12.30971360000,2.47000000,,0.000000,941.00,1.097000,[Fe/H],4.422000,1037.40000000
22497,Kepler-279 b,12.30966003000,,,,,1.420000,[M/H],4.327810,1037.40000000
22498,Kepler-279 b,12.30971360000,2.47000000,,0.000000,941.00,1.097000,[Fe/H],4.422000,1037.40000000
22499,Kepler-279 b,12.30971700000,,4180.93000000,,,1.164000,,,1037.40000000
22500,Kepler-279 c,35.73536160000,,,,,1.420000,[M/H],4.327810,1037.40000000
22501,Kepler-279 c,35.73557190000,5.61000000,,,,1.320000,[Fe/H],4.120000,1037.40000000
22502,Kepler-279 c,35.73600000000,4.30000000,49.40000000,,,1.100000,,4.420000,1037.40000000
22503,Kepler-279 c,35.73557190000,3.57000000,,0.000000,660.00,1.097000,[Fe/H],4.422000,1037.40000000
22504,Kepler-279 c,35.73536000000,,18.10000000,,,1.164000,,,1037.40000000
22505,Kepler-279 c,35.74113000000,4.30000000,,0.000000,699.00,1.310000,,4.350000,1037.40000000
22506,Kepler-279 c,35.73500000000,5.50000000,7.40000000,,,1.200000,,,1037.40000000
22507,Kepler-279 c,35.73432746000,,,,,1.420000,[M/H],4.327810,1037.40000000
22508,Kepler-279 c,35.73536160000,5.47000000,,0.000000,774.00,1.164000,[Fe/H],4.045000,1037.40000000
22509,Kepler-279 c,35.73557190000,3.57000000,,0.000000,660.00,1.097000,[Fe/H],4.422000,1037.40000000
22510,Kepler-279 c,,4.61100000,,,,,,,1037.40000000
22511,Kepler-279 c,35.73557190000,3.57000000,,0.000000,660.00,1.097000,[Fe/H],4.422000,1037.40000000
22512,Kepler-279 d,54.42054070000,3.20000000,,0.000000,574.00,1.097000,[Fe/H],4.422000,1037.40000000
22513,Kepler-279 d,54.42054070000,3.20000000,,0.000000,574.00,1.097000,[Fe/H],4.422000,1037.40000000
22514,Kepler-279 d,54.41400000000,3.10000000,37.50000000,,,1.100000,,4.420000,1037.40000000
22515,Kepler-279 d,,4.28500000,,,,,,,1037.40000000
22516,Kepler-279 d,54.42054070000,3.20000000,,0.000000,574.00,1.097000,[Fe/H],4.422000,1037.40000000
22517,Kepler-279 d,54.42054070000,4.76000000,,,,1.320000,[Fe/H],4.120000,1037.40000000
22518,Kepler-279 d,54.42054000000,,9.50000000,,,1.164000,,,1037.40000000
22519,Kepler-279 d,54.39950000000,3.10000000,,0.000000,607.00,1.310000,,4.350000,1037.40000000
22520,Kepler-279 d,54.41400000000,4.30000000,4.50000000,,,1.200000,,,1037.40000000
22521,Kepler-279 d,54.41605504000,,,,,1.420000,[M/H],4.327810,1037.40000000
22522,Kepler-279 d,54.42054070000,,,,,1.420000,[M/H],4.327810,1037.40000000
22523,Kepler-279 e,98.35314900000,4.13000000,,0.000000,552.00,1.164000,[Fe/H],4.045000,1037.40000000
22524,Kepler-279 e,98.35310000000,,56.00000000,,,1.164000,,,1037.40000000
22525,Kepler-279 e,98.35314900000,,,,,1.420000,[M/H],4.327810,1037.40000000
22526,Kepler-28 b,5.91226829700,2.15300000,,,,0.701000,[Fe/H],,438.35900000
22527,Kepler-28 b,5.91226829700,1.92000000,,0.000000,585.00,0.590000,[Fe/H],4.697000,438.35900000
22528,Kepler-28 b,5.91226829700,1.92000000,,0.000000,585.00,0.590000,[Fe/H],4.697000,438.35900000
22529,Kepler-28 b,5.91200000000,2.93000000,8.80000000,,,0.590000,,,438.35900000
22530,Kepler-28 b,5.91212988000,1.86000000,,,583.00,0.590000,[M/H],,438.35900000
22531,Kepler-28 b,5.91226829700,2.41000000,,,,0.770000,[Fe/H],4.620000,438.35900000
22532,Kepler-28 b,,1.97100000,,,,,,,438.35900000
22533,Kepler-28 b,5.91227219000,,,,,0.742000,[M/H],4.682010,438.35900000
22534,Kepler-28 b,5.91226829700,1.92000000,,0.000000,585.00,0.590000,[Fe/H],4.697000,438.35900000
22535,Kepler-28 b,5.91000000000,1.95900000,1.63000000,,,0.684000,,,438.35900000
22536,Kepler-28 b,5.91226200000,2.17000000,,0.000000,694.00,0.662000,,4.650000,438.35900000
22537,Kepler-28 b,5.91227323400,,,,,0.742000,[M/H],4.682010,438.35900000
22538,Kepler-28 b,5.91230000000,3.60000000,479.90000000,,,0.750000,[M/H],4.290000,438.35900000
22539,Kepler-28 b,5.91227323400,1.73000000,,0.000000,585.00,0.586000,[Fe/H],4.696000,438.35900000
22540,Kepler-28 b,5.91000000000,2.15000000,,,,,,,438.35900000
22541,Kepler-28 c,8.98570000000,2.02000000,,0.000000,604.00,0.662000,,4.650000,438.35900000
22542,Kepler-28 c,8.98584768000,1.94000000,,0.000000,509.00,0.590000,[Fe/H],4.697000,438.35900000
22543,Kepler-28 c,8.98584768000,1.94000000,,0.000000,509.00,0.590000,[Fe/H],4.697000,438.35900000
22544,Kepler-28 c,8.98600000000,2.77000000,10.90000000,,,0.590000,,,438.35900000
22545,Kepler-28 c,8.98584768000,1.94000000,,0.000000,509.00,0.590000,[Fe/H],4.697000,438.35900000
22546,Kepler-28 c,8.99000000000,1.85700000,2.06000000,0.017000,,0.684000,,,438.35900000
22547,Kepler-28 c,8.98581901000,,,,,0.742000,[M/H],4.682010,438.35900000
22548,Kepler-28 c,8.98584768000,2.17600000,,,,0.701000,[Fe/H],,438.35900000
22549,Kepler-28 c,8.98580000000,3.40000000,432.23000000,,,0.750000,[M/H],4.290000,438.35900000
22550,Kepler-28 c,8.98596954000,1.73000000,,,507.00,0.590000,[M/H],,438.35900000
22551,Kepler-28 c,8.98584700000,,,,,0.742000,[M/H],4.682010,438.35900000
22552,Kepler-28 c,8.98581901000,1.65000000,,0.000000,509.00,0.586000,[Fe/H],4.696000,438.35900000
22553,Kepler-28 c,8.99000000000,2.06000000,,,,,,,438.35900000
22554,Kepler-28 c,,1.87900000,,,,,,,438.35900000
22555,Kepler-28 c,8.98584768000,2.41000000,,,,0.770000,[Fe/H],4.620000,438.35900000
22556,Kepler-280 b,2.13956400000,1.40000000,,0.000000,1311.00,0.957000,,4.550000,780.36100000
22557,Kepler-280 b,2.13955630000,1.76000000,,0.000000,1425.00,0.926000,[Fe/H],4.338000,780.36100000
22558,Kepler-280 b,2.13955650300,1.42000000,,0.000000,1314.00,0.934000,[Fe/H],4.543000,780.36100000
22559,Kepler-280 b,2.13955650300,1.42000000,,0.000000,1314.00,0.934000,[Fe/H],4.543000,780.36100000
22560,Kepler-280 b,2.13955119000,,,,,0.950000,[M/H],4.381060,780.36100000
22561,Kepler-280 b,,1.61300000,,,,,,,780.36100000
22562,Kepler-280 b,2.13955650300,1.42000000,,0.000000,1314.00,0.934000,[Fe/H],4.543000,780.36100000
22563,Kepler-280 b,2.13955650300,1.60600000,,,,0.962000,[Fe/H],,780.36100000
22564,Kepler-280 b,2.13955630000,,,,,0.950000,[M/H],4.381060,780.36100000
22565,Kepler-280 b,2.13954200000,1.45000000,,,,,,4.537000,780.36100000
22566,Kepler-280 b,2.13953868740,,,,,0.950000,[M/H],4.381060,780.36100000
22567,Kepler-280 b,2.13955650300,1.52000000,,,,0.960000,[Fe/H],4.490000,780.36100000
22568,Kepler-280 c,4.80709958800,1.84000000,,0.000000,1004.00,0.934000,[Fe/H],4.543000,780.36100000
22569,Kepler-280 c,4.80710325400,,,,,0.950000,[M/H],4.381060,780.36100000
22570,Kepler-280 c,4.80707800000,2.41000000,,0.000000,1000.00,0.957000,,4.550000,780.36100000
22571,Kepler-280 c,4.80709958800,1.84000000,,0.000000,1004.00,0.934000,[Fe/H],4.543000,780.36100000
22572,Kepler-280 c,4.80710325400,2.96000000,,0.000000,1088.00,0.926000,[Fe/H],4.338000,780.36100000
22573,Kepler-280 c,4.80710342000,,,,,0.950000,[M/H],4.381060,780.36100000
22574,Kepler-280 c,4.80709958800,2.08700000,,,,0.962000,[Fe/H],,780.36100000
22575,Kepler-280 c,4.80709100000,2.01000000,,,,,,4.537000,780.36100000
22576,Kepler-280 c,4.80709958800,2.04000000,,,,0.960000,[Fe/H],4.490000,780.36100000
22577,Kepler-280 c,4.80709998430,,,,,0.950000,[M/H],4.381060,780.36100000
22578,Kepler-280 c,,2.70800000,,,,,,,780.36100000
22579,Kepler-280 c,4.80709958800,1.84000000,,0.000000,1004.00,0.934000,[Fe/H],4.543000,780.36100000
22580,Kepler-281 b,14.64613058000,2.22000000,,0.000000,694.00,0.984000,[Fe/H],4.538000,1745.45000000
22581,Kepler-281 b,14.64633684000,,,,,0.950000,,4.173190,1745.45000000
22582,Kepler-281 b,14.64627064000,2.33000000,,0.000000,694.00,0.984000,[Fe/H],4.538000,1745.45000000
22583,Kepler-281 b,14.64613100000,,620.03200000,,,0.984000,,,1745.45000000
22584,Kepler-281 b,14.64613100000,,324.00000000,,,0.984000,,,1745.45000000
22585,Kepler-281 b,14.64627064000,2.41000000,,,,0.950000,[Fe/H],4.490000,1745.45000000
22586,Kepler-281 b,14.64600800000,2.82000000,,,,,,4.531000,1745.45000000
22587,Kepler-281 b,14.64613000000,2.20000000,,0.000000,676.00,0.943000,,4.570000,1745.45000000
22588,Kepler-281 b,,3.24500000,,,,,,,1745.45000000
22589,Kepler-281 b,14.64627064000,2.33000000,,0.000000,694.00,0.984000,[Fe/H],4.538000,1745.45000000
22590,Kepler-281 b,14.64613058000,,,,,0.950000,,4.173190,1745.45000000
22591,Kepler-281 b,14.64627064000,2.33000000,,0.000000,694.00,0.984000,[Fe/H],4.538000,1745.45000000
22592,Kepler-281 b,14.64614110610,,,,,0.950000,,4.173190,1745.45000000
22593,Kepler-281 c,36.33750453000,,,,,0.950000,,4.173190,1745.45000000
22594,Kepler-281 c,36.33750500000,,69.61830000,,,0.984000,,,1745.45000000
22595,Kepler-281 c,36.33730238000,5.39000000,,0.000000,513.00,0.984000,[Fe/H],4.538000,1745.45000000
22596,Kepler-281 c,36.33730238000,5.39000000,,0.000000,513.00,0.984000,[Fe/H],4.538000,1745.45000000
22597,Kepler-281 c,36.33755486810,,,,,0.950000,,4.173190,1745.45000000
22598,Kepler-281 c,36.33730238000,5.39000000,,0.000000,513.00,0.984000,[Fe/H],4.538000,1745.45000000
22599,Kepler-281 c,36.33730238000,5.67000000,,,,0.950000,[Fe/H],4.490000,1745.45000000
22600,Kepler-281 c,36.33737300000,5.31000000,,,,,,4.531000,1745.45000000
22601,Kepler-281 c,,7.74700000,,,,,,,1745.45000000
22602,Kepler-281 c,36.33725707000,,,,,0.950000,,4.173190,1745.45000000
22603,Kepler-281 c,36.33767000000,4.90000000,,0.000000,499.00,0.943000,,4.570000,1745.45000000
22604,Kepler-281 c,36.33750500000,,161.12400000,,,0.984000,,,1745.45000000
22605,Kepler-281 c,36.33750453000,5.30000000,,0.000000,513.00,0.984000,[Fe/H],4.538000,1745.45000000
22606,Kepler-281 d,148.27226710000,4.52000000,,0.000000,321.00,0.984000,[Fe/H],4.538000,1745.45000000
22607,Kepler-281 d,148.27201000000,,654.00000000,,,0.984000,,,1745.45000000
22608,Kepler-281 d,148.27228643000,,,,,0.950000,,4.173190,1745.45000000
22609,Kepler-281 d,148.27201300000,,,,,0.950000,,4.173190,1745.45000000
22610,Kepler-281 d,148.27201300000,4.30000000,,0.000000,321.00,0.984000,[Fe/H],4.538000,1745.45000000
22611,Kepler-281 d,148.27226710000,4.52000000,,0.000000,321.00,0.984000,[Fe/H],4.538000,1745.45000000
22612,Kepler-281 d,148.26820000000,18.00000000,,0.000000,313.00,0.943000,,4.570000,1745.45000000
22613,Kepler-281 d,148.27201000000,,557.00000000,,,0.984000,,,1745.45000000
22614,Kepler-281 d,148.27200320000,5.93747806,,,,0.984000,[Fe/H],4.538000,1745.45000000
22615,Kepler-281 d,148.27226710000,4.52000000,,0.000000,321.00,0.984000,[Fe/H],4.538000,1745.45000000
22616,Kepler-282 b,,1.36300000,,,,,,,1337.61000000
22617,Kepler-282 b,9.22076910000,1.02000000,,0.000000,817.00,0.793000,[Fe/H],4.455000,1337.61000000
22618,Kepler-282 b,9.22068890000,1.04000000,,0.000000,868.00,0.968000,[Fe/H],4.528000,1337.61000000
22619,Kepler-282 b,9.22046636080,,,,,1.060000,,4.380230,1337.61000000
22620,Kepler-282 b,9.22123000000,1.29000000,,0.000000,910.00,1.082000,,4.480000,1337.61000000
22621,Kepler-282 b,9.22068890000,1.32700000,,,,0.860000,[Fe/H],,1337.61000000
22622,Kepler-282 b,9.22052400000,1.01000000,,,,,,4.459000,1337.61000000
22623,Kepler-282 b,9.22068890000,1.04000000,,0.000000,868.00,0.968000,[Fe/H],4.528000,1337.61000000
22624,Kepler-282 b,9.22068890000,1.04000000,,0.000000,868.00,0.968000,[Fe/H],4.528000,1337.61000000
22625,Kepler-282 b,9.22076910000,,,,,1.060000,,4.380230,1337.61000000
22626,Kepler-282 b,9.22068890000,1.07000000,,,,0.900000,[Fe/H],4.490000,1337.61000000
22627,Kepler-282 c,13.63952500000,1.26000000,,,,0.900000,[Fe/H],4.490000,1337.61000000
22628,Kepler-282 c,13.63952500000,1.22000000,,0.000000,762.00,0.968000,[Fe/H],4.528000,1337.61000000
22629,Kepler-282 c,13.63894000000,1.33000000,,0.000000,796.00,1.082000,,4.480000,1337.61000000
22630,Kepler-282 c,13.63952500000,1.55400000,,,,0.860000,[Fe/H],,1337.61000000
22631,Kepler-282 c,13.63966480000,1.10000000,,0.000000,717.00,0.793000,[Fe/H],4.455000,1337.61000000
22632,Kepler-282 c,,1.47100000,,,,,,,1337.61000000
22633,Kepler-282 c,13.63822979910,,,,,1.060000,,4.380230,1337.61000000
22634,Kepler-282 c,13.63966480000,,,,,1.060000,,4.380230,1337.61000000
22635,Kepler-282 c,13.63872300000,1.20000000,,,,,,4.459000,1337.61000000
22636,Kepler-282 c,13.63952500000,1.22000000,,0.000000,762.00,0.968000,[Fe/H],4.528000,1337.61000000
22637,Kepler-282 c,13.63952500000,1.22000000,,0.000000,762.00,0.968000,[Fe/H],4.528000,1337.61000000
22638,Kepler-282 d,24.80565653000,,,,,1.060000,,4.380230,1337.61000000
22639,Kepler-282 d,24.80568031000,2.30000000,,0.000000,624.00,0.968000,[Fe/H],4.528000,1337.61000000
22640,Kepler-282 d,24.80568031000,2.33000000,,,,0.900000,[Fe/H],4.490000,1337.61000000
22641,Kepler-282 d,,2.87800000,,,,,,,1337.61000000
22642,Kepler-282 d,24.80600000000,2.46000000,61.00000000,,,0.970000,,4.530000,1337.61000000
22643,Kepler-282 d,24.80567750000,2.16000000,,0.000000,588.00,0.793000,[Fe/H],4.455000,1337.61000000
22644,Kepler-282 d,24.80567750000,,,,,1.060000,,4.380230,1337.61000000
22645,Kepler-282 d,24.80573400300,,,,,1.060000,,4.380230,1337.61000000
22646,Kepler-282 d,24.80568031000,2.92800000,,,,0.860000,[Fe/H],,1337.61000000
22647,Kepler-282 d,24.80568031000,2.30000000,,0.000000,624.00,0.968000,[Fe/H],4.528000,1337.61000000
22648,Kepler-282 d,24.80446000000,2.46000000,,0.000000,653.00,1.082000,,4.480000,1337.61000000
22649,Kepler-282 d,24.80568031000,2.30000000,,0.000000,624.00,0.968000,[Fe/H],4.528000,1337.61000000
22650,Kepler-282 e,44.34719360000,,,,,1.060000,,4.380230,1337.61000000
22651,Kepler-282 e,44.34709950000,2.59000000,,0.000000,515.00,0.968000,[Fe/H],4.528000,1337.61000000
22652,Kepler-282 e,44.34709950000,2.59000000,,0.000000,515.00,0.968000,[Fe/H],4.528000,1337.61000000
22653,Kepler-282 e,44.34738481070,,,,,1.060000,,4.380230,1337.61000000
22654,Kepler-282 e,44.34700000000,3.10000000,56.20000000,,,0.970000,,4.530000,1337.61000000
22655,Kepler-282 e,,3.26600000,,,,,,,1337.61000000
22656,Kepler-282 e,44.34738006000,,,,,1.060000,,4.380230,1337.61000000
22657,Kepler-282 e,44.34709950000,3.29500000,,,,0.860000,[Fe/H],,1337.61000000
22658,Kepler-282 e,44.34713000000,3.10000000,,0.000000,538.00,1.082000,,4.480000,1337.61000000
22659,Kepler-282 e,44.34719360000,2.45000000,,0.000000,484.00,0.793000,[Fe/H],4.455000,1337.61000000
22660,Kepler-282 e,44.34709950000,2.59000000,,0.000000,515.00,0.968000,[Fe/H],4.528000,1337.61000000
22661,Kepler-282 e,44.34709950000,2.63000000,,,,0.900000,[Fe/H],4.490000,1337.61000000
22662,Kepler-283 b,11.00815100000,2.13000000,,,,,,4.721000,468.09400000
22663,Kepler-283 b,11.00817635000,,,,,0.664000,,4.659630,468.09400000
22664,Kepler-283 b,11.00816627000,,,,,0.664000,,4.659630,468.09400000
22665,Kepler-283 b,11.00815926000,3.25000000,,0.000000,653.00,0.760000,[Fe/H],4.604000,468.09400000
22666,Kepler-283 b,11.00823021000,3.44000000,,,651.00,0.760000,[M/H],,468.09400000
22667,Kepler-283 b,,3.06300000,,,,0.662000,,,468.09400000
22668,Kepler-283 b,,2.37100000,,,,,,,468.09400000
22669,Kepler-283 b,11.00817635000,2.15000000,,0.000000,488.00,0.596000,[Fe/H],4.684000,468.09400000
22670,Kepler-283 b,11.00815926000,3.25000000,,0.000000,653.00,0.760000,[Fe/H],4.604000,468.09400000
22671,Kepler-283 b,11.00812100000,2.77000000,,0.000000,501.00,0.596000,,4.710000,468.09400000
22672,Kepler-283 b,11.00815926000,3.25000000,,0.000000,653.00,0.760000,[Fe/H],4.604000,468.09400000
22673,Kepler-283 b,11.00816300230,,,,,0.664000,,4.659630,468.09400000
22674,Kepler-283 b,11.00815926000,2.69000000,,,,0.630000,[Fe/H],4.680000,468.09400000
22675,Kepler-283 c,,2.31100000,,,,0.662000,,,468.09400000
22676,Kepler-283 c,92.74935577410,,,,,0.664000,,4.659630,468.09400000
22677,Kepler-283 c,,2.05500000,,,,,,,468.09400000
22678,Kepler-283 c,92.74371100000,1.82000000,,,,,,4.721000,468.09400000
22679,Kepler-283 c,92.74957770000,1.87000000,,0.000000,240.00,0.596000,[Fe/H],4.684000,468.09400000
22680,Kepler-283 c,92.74902300000,38.67000000,,0.000000,321.00,0.760000,[Fe/H],4.604000,468.09400000
22681,Kepler-283 c,92.74902300000,38.67000000,,0.000000,321.00,0.760000,[Fe/H],4.604000,468.09400000
22682,Kepler-283 c,92.73880000000,2.09000000,,0.000000,247.00,0.596000,,4.710000,468.09400000
22683,Kepler-283 c,92.74902300000,32.30000000,,,,0.630000,[Fe/H],4.680000,468.09400000
22684,Kepler-283 c,92.74957770000,,,,,0.664000,,4.659630,468.09400000
22685,Kepler-283 c,92.74812144000,,,,,0.664000,,4.659630,468.09400000
22686,Kepler-283 c,92.74902300000,38.67000000,,0.000000,321.00,0.760000,[Fe/H],4.604000,468.09400000
22687,Kepler-284 b,12.69902995000,2.44000000,,0.000000,701.00,0.908000,[Fe/H],4.561000,1031.95000000
22688,Kepler-284 b,12.69902995000,2.22800000,,,,0.766000,[Fe/H],,1031.95000000
22689,Kepler-284 b,12.69902995000,2.44000000,,0.000000,701.00,0.908000,[Fe/H],4.561000,1031.95000000
22690,Kepler-284 b,12.69914900000,2.24000000,,,,,,4.580000,1031.95000000
22691,Kepler-284 b,12.69904850000,,,,,0.930000,,4.620820,1031.95000000
22692,Kepler-284 b,12.69906000000,2.54000000,,0.000000,692.00,0.923000,,4.580000,1031.95000000
22693,Kepler-284 b,12.69905011000,,,,,0.930000,,4.620820,1031.95000000
22694,Kepler-284 b,12.69906344400,,,,,0.930000,,4.620820,1031.95000000
22695,Kepler-284 b,12.69902995000,2.44000000,,0.000000,701.00,0.908000,[Fe/H],4.561000,1031.95000000
22696,Kepler-284 b,,2.30100000,,,,,,,1031.95000000
22697,Kepler-284 b,12.69902995000,2.57000000,,,,0.910000,[Fe/H],4.520000,1031.95000000
22698,Kepler-284 b,12.69905011000,2.62000000,,0.000000,686.00,0.875000,[Fe/H],4.489000,1031.95000000
22699,Kepler-284 c,37.51391000000,2.34000000,,0.000000,483.00,0.923000,,4.580000,1031.95000000
22700,Kepler-284 c,37.51406930000,2.80000000,,0.000000,489.00,0.908000,[Fe/H],4.561000,1031.95000000
22701,Kepler-284 c,,2.34900000,,,,,,,1031.95000000
22702,Kepler-284 c,37.51421280000,2.68000000,,0.000000,478.00,0.875000,[Fe/H],4.489000,1031.95000000
22703,Kepler-284 c,37.51419629830,,,,,0.930000,,4.620820,1031.95000000
22704,Kepler-284 c,37.51406930000,2.80000000,,0.000000,489.00,0.908000,[Fe/H],4.561000,1031.95000000
22705,Kepler-284 c,37.51428788000,,,,,0.930000,,4.620820,1031.95000000
22706,Kepler-284 c,37.51406930000,2.95000000,,,,0.910000,[Fe/H],4.520000,1031.95000000
22707,Kepler-284 c,37.51445600000,2.61000000,,,,,,4.580000,1031.95000000
22708,Kepler-284 c,37.51406930000,2.80000000,,0.000000,489.00,0.908000,[Fe/H],4.561000,1031.95000000
22709,Kepler-284 c,37.51406930000,2.56200000,,,,0.766000,[Fe/H],,1031.95000000
22710,Kepler-284 c,37.51421280000,,,,,0.930000,,4.620820,1031.95000000
22711,Kepler-285 b,2.63385252800,1.38000000,,0.000000,1131.00,0.817000,[Fe/H],4.463000,824.31000000
22712,Kepler-285 b,2.63385252800,,,,,0.910000,,4.522230,824.31000000
22713,Kepler-285 b,2.63385723300,1.40000000,,0.000000,1125.00,0.895000,[Fe/H],4.579000,824.31000000
22714,Kepler-285 b,2.63389300000,1.27000000,,0.000000,1092.00,0.865000,,4.610000,824.31000000
22715,Kepler-285 b,2.63385723300,1.40000000,,0.000000,1125.00,0.895000,[Fe/H],4.579000,824.31000000
22716,Kepler-285 b,2.63386536060,,,,,0.910000,,4.522230,824.31000000
22717,Kepler-285 b,2.63385723300,1.41000000,,,,0.850000,[Fe/H],4.560000,824.31000000
22718,Kepler-285 b,2.63385723300,1.40000000,,0.000000,1125.00,0.895000,[Fe/H],4.579000,824.31000000
22719,Kepler-285 b,2.63386700000,1.34000000,,,,,,4.584000,824.31000000
22720,Kepler-285 b,2.63385723300,1.47800000,,,,0.915000,[Fe/H],,824.31000000
